tick,RTM,RTM45C,RTM45P,RTM46C,RTM46P,RTM47C,RTM47P,RTM48C,RTM48P,RTM49C,RTM49P,RTM50C,RTM50P,RTM51C,RTM51P,RTM52C,RTM52P,RTM53C,RTM53P,RTM54C,RTM54P
280,52.41,7.41,0.02,6.42,0.02,5.43,0.02,4.46,0.05,3.54,0.13,2.69,0.28,1.94,0.53,1.31,0.91,0.84,1.43,0.5,2.09
279,52.31,7.32,0.01,6.31,0.02,5.33,0.02,4.37,0.07,3.46,0.15,2.62,0.31,1.89,0.58,1.28,0.98,0.82,1.52,0.48,2.2
278,52.39,7.4,0.02,6.4,0.02,5.42,0.02,4.46,0.06,3.54,0.15,2.7,0.3,1.96,0.56,1.35,0.94,0.87,1.48,0.53,2.13
277,52.31,7.32,0.01,6.32,0.02,5.33,0.02,4.37,0.06,3.45,0.14,2.6,0.29,1.86,0.55,1.25,0.94,0.78,1.48,0.46,2.17
276,52.21,7.22,0.02,6.22,0.02,5.24,0.02,4.28,0.06,3.36,0.15,2.53,0.31,1.8,0.58,1.2,0.99,0.76,1.54,0.44,2.23
275,52.39,7.4,0.01,6.39,0.02,5.4,0.02,4.43,0.05,3.51,0.12,2.65,0.26,1.9,0.51,1.27,0.89,0.8,1.41,0.46,2.09
274,52.37,7.38,0.02,6.38,0.02,5.39,0.02,4.42,0.04,3.49,0.11,2.63,0.25,1.87,0.49,1.24,0.87,0.77,1.4,0.45,2.07
273,52.23,7.25,0.01,6.24,0.02,5.25,0.02,4.29,0.05,3.37,0.13,2.52,0.29,1.78,0.55,1.18,0.95,0.73,1.5,0.41,2.2
272,52.43,7.43,0.02,6.43,0.02,5.44,0.02,4.47,0.04,3.54,0.11,2.67,0.24,1.91,0.48,1.28,0.85,0.8,1.37,0.46,2.03
271,52.19,7.2,0.01,6.19,0.02,5.2,0.02,4.23,0.04,3.3,0.11,2.45,0.26,1.71,0.52,1.11,0.92,0.67,1.48,0.36,2.19
270,52.13,7.13,0.02,6.13,0.02,5.14,0.02,4.17,0.04,3.24,0.11,2.38,0.25,1.64,0.52,1.05,0.92,0.62,1.49,0.33,2.21
269,52.02,7.03,0.01,6.03,0.02,5.04,0.02,4.07,0.05,3.15,0.13,2.32,0.29,1.6,0.58,1.04,1.0,0.61,1.59,0.32,2.32
268,52.12,7.13,0.02,6.13,0.02,5.15,0.02,4.19,0.06,3.27,0.15,2.44,0.32,1.72,0.6,1.13,1.01,0.7,1.58,0.4,2.28
267,52.31,7.33,0.01,6.32,0.02,5.33,0.02,4.37,0.05,3.44,0.13,2.59,0.28,1.85,0.53,1.24,0.92,0.78,1.46,0.44,2.15
266,52.43,7.43,0.02,6.43,0.02,5.44,0.02,4.47,0.04,3.53,0.1,2.66,0.23,1.89,0.46,1.26,0.83,0.78,1.35,0.45,2.02
265,52.58,7.59,0.01,6.59,0.02,5.59,0.02,4.61,0.03,3.67,0.08,2.78,0.2,2.0,0.41,1.34,0.76,0.84,1.25,0.47,1.91
264,52.35,7.35,0.02,6.35,0.02,5.36,0.02,4.38,0.04,3.44,0.1,2.57,0.23,1.81,0.47,1.19,0.84,0.72,1.38,0.4,2.06
263,52.26,7.27,0.01,6.26,0.02,5.27,0.02,4.29,0.03,3.34,0.08,2.46,0.2,1.69,0.43,1.07,0.81,0.62,1.36,0.32,2.07
262,52.15,7.15,0.02,6.15,0.02,5.16,0.02,4.18,0.03,3.25,0.1,2.38,0.23,1.64,0.49,1.04,0.89,0.6,1.45,0.32,2.17
261,52.04,7.06,0.01,6.05,0.02,5.06,0.02,4.09,0.05,3.17,0.13,2.34,0.29,1.61,0.57,1.04,1.0,0.62,1.58,0.33,2.31
260,51.96,6.97,0.02,5.97,0.02,4.99,0.02,4.02,0.06,3.11,0.14,2.28,0.31,1.57,0.6,1.0,1.04,0.6,1.63,0.32,2.36
259,51.95,6.98,0.01,5.97,0.02,4.98,0.02,4.01,0.05,3.09,0.12,2.25,0.29,1.53,0.57,0.97,1.0,0.56,1.6,0.29,2.34
258,52.14,7.14,0.02,6.15,0.02,5.16,0.02,4.18,0.04,3.25,0.1,2.39,0.24,1.65,0.5,1.05,0.91,0.62,1.46,0.33,2.19
257,51.98,6.99,0.01,5.99,0.02,4.99,0.02,4.02,0.04,3.1,0.12,2.25,0.27,1.53,0.55,0.97,0.98,0.55,1.56,0.28,2.32
256,52.09,7.09,0.02,6.1,0.02,5.11,0.02,4.14,0.04,3.21,0.11,2.36,0.26,1.62,0.53,1.05,0.95,0.61,1.53,0.33,2.24
255,52.34,7.35,0.01,6.34,0.02,5.35,0.02,4.38,0.03,3.44,0.1,2.57,0.23,1.8,0.46,1.19,0.84,0.72,1.38,0.39,2.07
254,52.35,7.36,0.01,6.37,0.02,5.38,0.02,4.41,0.04,3.48,0.11,2.61,0.25,1.86,0.5,1.25,0.88,0.77,1.41,0.44,2.08
253,52.49,7.5,0.01,6.5,0.02,5.51,0.02,4.53,0.04,3.59,0.1,2.72,0.23,1.95,0.46,1.32,0.82,0.82,1.34,0.47,2.0
252,52.46,7.46,0.01,6.46,0.02,5.47,0.02,4.5,0.04,3.56,0.1,2.68,0.22,1.91,0.45,1.28,0.82,0.79,1.34,0.46,1.99
251,52.73,7.73,0.01,6.73,0.02,5.73,0.02,4.75,0.03,3.81,0.08,2.92,0.2,2.12,0.4,1.45,0.73,0.93,1.21,0.54,1.84
250,52.7,7.71,0.02,6.71,0.02,5.71,0.02,4.73,0.03,3.78,0.08,2.89,0.19,2.1,0.39,1.44,0.72,0.91,1.21,0.53,1.83
249,52.85,7.85,0.01,6.84,0.02,5.85,0.02,4.87,0.03,3.92,0.08,3.02,0.18,2.22,0.38,1.53,0.69,0.99,1.15,0.59,1.77
248,52.59,7.59,0.02,6.59,0.02,5.6,0.02,4.62,0.04,3.68,0.09,2.8,0.21,2.02,0.43,1.38,0.78,0.87,1.29,0.51,1.92
247,52.5,7.5,0.01,6.49,0.02,5.5,0.02,4.52,0.03,3.58,0.09,2.7,0.22,1.93,0.44,1.29,0.8,0.8,1.31,0.45,1.98
246,52.55,7.55,0.02,6.55,0.02,5.56,0.02,4.59,0.04,3.65,0.1,2.78,0.23,2.01,0.46,1.37,0.81,0.87,1.33,0.51,1.96
245,52.5,7.52,0.01,6.51,0.02,5.52,0.02,4.54,0.04,3.61,0.1,2.74,0.23,1.97,0.47,1.34,0.83,0.84,1.35,0.48,2.0
244,52.26,7.26,0.02,6.26,0.02,5.28,0.02,4.31,0.05,3.38,0.13,2.54,0.28,1.8,0.54,1.19,0.93,0.74,1.48,0.42,2.17
243,52.05,7.07,0.01,6.06,0.02,5.08,0.02,4.12,0.07,3.21,0.16,2.39,0.34,1.68,0.63,1.11,1.06,0.68,1.63,0.38,2.35
242,51.99,6.99,0.03,5.99,0.02,5.01,0.03,4.06,0.07,3.15,0.17,2.34,0.35,1.64,0.65,1.26,1.09,0.66,1.9,0.38,2.39
241,52.03,7.04,0.01,6.04,0.02,5.06,0.03,4.11,0.08,3.21,0.18,2.39,0.36,1.69,0.66,1.31,1.1,0.7,1.9,0.4,2.39
240,52.06,7.06,0.02,6.07,0.02,5.09,0.03,4.14,0.09,3.25,0.19,2.44,0.38,1.74,0.68,1.36,1.12,0.74,1.9,0.44,2.39
239,51.77,6.79,0.03,5.79,0.02,4.82,0.05,3.89,0.12,3.03,0.25,2.25,0.48,1.59,0.82,1.26,1.29,0.67,2.12,0.39,2.64
238,51.8,6.8,0.03,5.81,0.02,4.84,0.04,3.9,0.1,3.02,0.22,2.23,0.43,1.56,0.76,1.22,1.23,0.63,2.06,0.37,2.57
237,51.66,6.67,0.01,5.67,0.02,4.69,0.04,3.76,0.1,2.88,0.23,2.1,0.45,1.45,0.8,1.13,1.28,0.57,2.13,0.31,2.68
236,51.69,6.69,0.03,5.7,0.02,4.73,0.04,3.79,0.11,2.92,0.23,2.14,0.45,1.48,0.8,1.16,1.28,0.59,2.12,0.34,2.65
235,51.7,6.71,0.03,5.71,0.02,4.74,0.04,3.8,0.11,2.93,0.23,2.15,0.45,1.49,0.8,1.17,1.28,0.6,2.11,0.33,2.65
234,51.69,6.69,0.03,5.7,0.02,4.73,0.05,3.8,0.12,2.94,0.26,2.17,0.48,1.52,0.83,1.18,1.32,0.62,2.17,0.36,2.68
233,51.29,6.3,0.01,5.31,0.03,4.36,0.08,3.45,0.17,2.62,0.34,1.9,0.62,1.3,1.02,1.02,1.56,0.52,2.44,0.28,3.02
232,51.24,6.24,0.03,5.27,0.04,4.33,0.1,3.44,0.21,2.62,0.4,1.92,0.69,1.34,1.11,1.06,1.65,0.55,2.53,0.33,3.1
231,51.29,6.31,0.03,5.33,0.04,4.39,0.1,3.5,0.21,2.68,0.4,1.97,0.69,1.38,1.1,1.1,1.64,0.58,2.51,0.34,3.07
230,51.0,6.04,0.03,5.07,0.06,4.14,0.13,3.27,0.26,2.49,0.48,1.82,0.8,1.26,1.25,1.02,1.82,0.53,2.72,0.31,3.3
229,50.79,5.82,0.03,4.85,0.06,3.92,0.14,3.07,0.28,2.3,0.51,1.65,0.86,1.12,1.34,0.89,1.94,0.44,2.85,0.25,3.48
228,50.58,5.6,0.03,4.64,0.06,3.73,0.15,2.88,0.3,2.12,0.54,1.49,0.91,0.99,1.41,0.8,2.04,0.37,2.96,0.21,3.63
227,50.43,5.48,0.03,4.52,0.09,3.62,0.19,2.79,0.36,2.07,0.64,1.46,1.03,0.98,1.55,0.79,2.19,0.38,3.12,0.2,3.79
226,50.36,5.4,0.05,4.45,0.09,3.55,0.19,2.73,0.36,2.0,0.64,1.4,1.04,0.93,1.57,0.75,2.23,0.35,3.17,0.2,3.83
225,50.52,5.57,0.03,4.61,0.09,3.71,0.19,2.88,0.36,2.15,0.62,1.53,1.01,1.04,1.52,0.84,2.15,0.41,3.07,0.23,3.73
224,50.82,5.85,0.03,4.89,0.07,3.98,0.16,3.13,0.3,2.36,0.54,1.7,0.89,1.19,1.36,0.95,1.96,0.49,2.86,0.29,3.47
223,50.73,5.78,0.02,4.81,0.08,3.9,0.16,3.05,0.32,2.3,0.56,1.66,0.92,1.14,1.4,0.92,2.01,0.46,2.92,0.26,3.55
222,50.63,5.67,0.03,4.72,0.08,3.81,0.17,2.97,0.33,2.23,0.59,1.6,0.96,1.09,1.45,0.87,2.07,0.44,2.98,0.26,3.61
221,50.63,5.66,0.02,4.69,0.07,3.78,0.15,2.93,0.31,2.18,0.56,1.55,0.92,1.04,1.42,0.83,2.04,0.4,2.96,0.22,3.61
220,50.39,5.43,0.04,4.48,0.09,3.58,0.19,2.76,0.36,2.03,0.64,1.43,1.03,0.95,1.56,0.77,2.21,0.36,3.14,0.2,3.81
219,50.4,5.46,0.03,4.5,0.09,3.6,0.19,2.77,0.36,2.04,0.63,1.44,1.03,0.96,1.55,0.78,2.2,0.37,3.13,0.2,3.81
218,50.22,5.25,0.04,4.31,0.09,3.41,0.19,2.59,0.38,1.88,0.67,1.3,1.08,0.85,1.63,0.68,2.31,0.3,3.25,0.17,3.95
217,50.04,5.1,0.03,4.14,0.1,3.26,0.21,2.45,0.4,1.76,0.71,1.2,1.15,0.77,1.72,0.62,2.42,0.26,3.38,0.13,4.1
216,49.9,4.94,0.04,4.0,0.1,3.12,0.22,2.33,0.43,1.65,0.75,1.11,1.21,0.7,1.8,0.57,2.52,0.23,3.48,0.12,4.22
215,50.12,5.17,0.02,4.21,0.08,3.31,0.19,2.5,0.37,1.79,0.67,1.22,1.09,0.78,1.66,0.62,2.35,0.27,3.3,0.13,4.03
214,49.96,5.0,0.04,4.06,0.11,3.18,0.23,2.39,0.43,1.71,0.75,1.16,1.21,0.74,1.79,0.6,2.49,0.25,3.45,0.14,4.18
213,50.01,5.06,0.03,4.1,0.09,3.22,0.2,2.41,0.4,1.73,0.71,1.16,1.15,0.74,1.73,0.59,2.43,0.25,3.39,0.12,4.13
212,49.72,4.78,0.05,3.85,0.12,2.98,0.26,2.21,0.49,1.56,0.84,1.04,1.32,0.65,1.93,0.53,2.66,0.22,3.64,0.11,4.39
211,49.86,4.92,0.04,3.98,0.12,3.11,0.25,2.33,0.47,1.66,0.81,1.13,1.27,0.72,1.87,0.44,2.58,0.25,3.39,0.12,4.29
210,49.75,4.81,0.07,3.89,0.15,3.04,0.3,2.28,0.53,1.63,0.89,1.12,1.36,0.72,1.98,0.44,2.7,0.26,3.51,0.14,4.39
209,49.78,4.88,0.08,3.96,0.18,3.12,0.34,2.37,0.59,1.73,0.95,1.21,1.42,0.81,2.03,0.52,2.74,0.31,3.53,0.17,4.41
208,49.92,4.98,0.06,4.05,0.13,3.19,0.27,2.41,0.49,1.74,0.83,1.2,1.29,0.79,1.87,0.49,2.57,0.29,3.37,0.17,4.24
207,49.65,4.73,0.06,3.8,0.15,2.95,0.3,2.2,0.54,1.56,0.91,1.05,1.4,0.67,2.02,0.4,2.75,0.23,3.58,0.11,4.48
206,49.72,4.78,0.06,3.85,0.13,2.99,0.27,2.22,0.5,1.57,0.85,1.05,1.33,0.67,1.95,0.4,2.68,0.22,3.5,0.11,4.4
205,49.44,4.54,0.08,3.63,0.19,2.81,0.36,2.08,0.64,1.47,1.03,0.99,1.55,0.63,2.19,0.38,2.94,0.22,3.78,0.11,4.69
204,49.39,4.48,0.09,3.59,0.19,2.77,0.37,2.04,0.65,1.43,1.05,0.97,1.58,0.62,2.23,0.37,2.98,0.21,3.82,0.12,4.72
203,49.29,4.42,0.11,3.52,0.23,2.72,0.43,2.02,0.73,1.42,1.13,0.97,1.68,0.63,2.34,0.39,3.1,0.23,3.94,0.12,4.85
202,49.3,4.39,0.09,3.49,0.19,2.67,0.37,1.94,0.64,1.35,1.06,0.9,1.6,0.56,2.26,0.33,3.03,0.18,3.89,0.1,4.8
201,49.09,4.19,0.08,3.29,0.2,2.48,0.39,1.78,0.7,1.22,1.12,0.78,1.7,0.47,2.39,0.27,3.19,0.15,4.06,0.06,5.0
200,48.87,3.97,0.11,3.1,0.23,2.31,0.44,1.63,0.76,1.1,1.23,0.69,1.83,0.41,2.55,0.23,3.36,0.12,4.25,0.06,5.19
199,48.95,4.07,0.1,3.18,0.23,2.39,0.44,1.71,0.75,1.15,1.21,0.75,1.8,0.45,2.51,0.26,3.31,0.14,4.19,0.06,5.13
198,48.91,4.02,0.11,3.15,0.24,2.36,0.45,1.68,0.78,1.15,1.24,0.74,1.83,0.45,2.54,0.25,3.35,0.14,4.23,0.07,5.16
197,48.54,3.66,0.11,2.78,0.25,2.02,0.49,1.38,0.85,0.9,1.36,0.54,2.0,0.3,2.77,0.16,3.63,0.08,4.55,0.02,5.5
196,48.35,3.46,0.11,2.59,0.24,1.84,0.49,1.22,0.87,0.75,1.4,0.43,2.08,0.23,2.88,0.11,3.76,0.05,4.7,0.03,5.67
195,48.53,3.62,0.07,2.72,0.19,1.94,0.41,1.29,0.76,0.8,1.28,0.45,1.92,0.23,2.71,0.11,3.58,0.05,4.52,0.01,5.49
194,48.6,3.68,0.08,2.79,0.19,2.0,0.4,1.34,0.74,0.85,1.23,0.48,1.88,0.25,2.65,0.12,3.52,0.06,4.45,0.01,5.42
193,48.71,3.76,0.05,2.85,0.15,2.03,0.33,1.35,0.65,0.83,1.13,0.46,1.77,0.24,2.54,0.11,3.41,0.05,4.35,0.01,5.33
192,48.71,3.74,0.05,2.83,0.13,2.0,0.31,1.32,0.62,0.8,1.1,0.43,1.74,0.21,2.52,0.1,3.4,0.04,4.34,0.01,5.32
191,48.65,3.71,0.03,2.78,0.13,1.96,0.3,1.27,0.62,0.76,1.11,0.41,1.75,0.2,2.54,0.08,3.43,0.03,4.38,0.01,5.37
190,48.44,3.49,0.05,2.58,0.14,1.78,0.33,1.12,0.69,0.64,1.21,0.33,1.88,0.15,2.71,0.06,3.62,0.02,4.58,0.02,5.56
189,48.35,3.42,0.04,2.51,0.15,1.71,0.36,1.07,0.73,0.61,1.26,0.31,1.95,0.14,2.78,0.06,3.7,0.02,4.66,0.01,5.66
188,48.37,3.42,0.05,2.52,0.15,1.72,0.35,1.08,0.71,0.62,1.24,0.31,1.94,0.14,2.77,0.06,3.68,0.02,4.65,0.02,5.63
187,48.38,3.46,0.06,2.56,0.18,1.78,0.4,1.15,0.78,0.67,1.3,0.36,1.98,0.17,2.8,0.08,3.7,0.03,4.65,0.01,5.64
186,48.31,3.38,0.07,2.49,0.19,1.72,0.41,1.1,0.78,0.64,1.33,0.33,2.03,0.16,2.85,0.07,3.76,0.03,4.72,0.02,5.7
185,48.47,3.55,0.06,2.66,0.19,1.87,0.4,1.23,0.76,0.74,1.28,0.41,1.94,0.21,2.74,0.1,3.63,0.04,4.57,0.01,5.56
184,48.63,3.7,0.07,2.81,0.18,2.01,0.38,1.35,0.71,0.84,1.2,0.48,1.84,0.25,2.62,0.12,3.49,0.05,4.42,0.02,5.39
183,48.6,3.68,0.06,2.77,0.17,1.98,0.38,1.31,0.71,0.82,1.21,0.46,1.86,0.24,2.64,0.11,3.51,0.05,4.45,0.01,5.42
182,48.46,3.55,0.1,2.68,0.23,1.91,0.46,1.29,0.83,0.8,1.35,0.46,2.01,0.25,2.8,0.12,3.67,0.06,4.6,0.02,5.57
181,48.48,3.57,0.09,2.69,0.23,1.92,0.46,1.29,0.82,0.81,1.34,0.47,2.0,0.25,2.78,0.12,3.66,0.06,4.59,0.01,5.57
180,48.55,3.65,0.1,2.78,0.23,2.01,0.46,1.37,0.83,0.87,1.33,0.52,1.97,0.29,2.74,0.15,3.6,0.07,4.52,0.03,5.49
179,48.61,3.72,0.08,2.83,0.21,2.05,0.43,1.39,0.77,0.89,1.27,0.52,1.9,0.29,2.66,0.15,3.52,0.07,4.44,0.02,5.42
178,48.65,3.74,0.09,2.86,0.21,2.08,0.43,1.42,0.77,0.91,1.26,0.54,1.89,0.3,2.65,0.15,3.5,0.07,4.42,0.03,5.39
177,48.74,3.84,0.08,2.94,0.21,2.15,0.42,1.49,0.75,0.96,1.23,0.58,1.84,0.33,2.59,0.17,3.43,0.08,4.35,0.03,5.39
176,48.88,3.98,0.09,3.09,0.2,2.29,0.41,1.61,0.73,1.07,1.18,0.67,1.78,0.39,2.5,0.21,3.32,0.11,4.22,0.05,5.26
175,48.76,3.88,0.1,3.0,0.24,2.22,0.46,1.56,0.8,1.04,1.28,0.65,1.89,0.38,2.62,0.21,3.45,0.11,4.35,0.04,5.38
174,49.06,4.17,0.1,3.28,0.21,2.48,0.41,1.79,0.72,1.23,1.16,0.79,1.72,0.49,2.41,0.28,3.21,0.15,4.08,0.08,5.11
173,48.94,4.07,0.11,3.19,0.25,2.4,0.46,1.73,0.79,1.18,1.24,0.77,1.81,0.47,2.53,0.27,3.33,0.15,4.2,0.09,5.25
172,48.9,4.04,0.13,3.17,0.27,2.4,0.49,1.73,0.83,1.19,1.29,0.77,1.88,0.49,2.58,0.29,3.38,0.16,4.25,0.08,5.29
171,49.0,4.13,0.11,3.24,0.24,2.45,0.45,1.77,0.77,1.22,1.22,0.8,1.8,0.49,2.49,0.29,3.29,0.16,4.16,0.07,5.2
170,48.82,3.94,0.12,3.07,0.25,2.3,0.47,1.63,0.81,1.1,1.28,0.69,1.87,0.42,2.6,0.24,3.42,0.13,4.31,0.06,5.34
169,49.02,4.13,0.09,3.24,0.22,2.44,0.42,1.75,0.73,1.19,1.17,0.77,1.75,0.47,2.44,0.27,3.24,0.14,4.12,0.07,5.15
168,49.01,4.12,0.11,3.24,0.23,2.44,0.43,1.76,0.75,1.21,1.2,0.78,1.76,0.48,2.47,0.28,3.27,0.15,4.14,0.08,5.18
167,49.31,4.42,0.1,3.52,0.21,2.71,0.39,2.0,0.68,1.4,1.09,0.94,1.62,0.6,2.28,0.36,3.04,0.2,3.89,0.11,4.92
166,49.42,4.51,0.09,3.61,0.2,2.79,0.37,2.07,0.65,1.46,1.05,0.99,1.56,0.63,2.21,0.38,2.97,0.22,3.8,0.13,4.84
165,49.56,4.65,0.08,3.74,0.18,2.9,0.35,2.17,0.61,1.55,0.99,1.04,1.5,0.68,2.12,0.42,2.86,0.24,3.69,0.13,4.72
164,49.54,4.63,0.09,3.73,0.19,2.9,0.36,2.16,0.62,1.55,1.0,1.04,1.51,0.68,2.14,0.42,2.88,0.25,3.7,0.15,4.73
163,49.56,4.65,0.08,3.73,0.18,2.9,0.34,2.16,0.61,1.54,0.98,1.04,1.49,0.68,2.12,0.41,2.86,0.24,3.68,0.13,4.71
162,49.66,4.73,0.07,3.82,0.16,2.98,0.32,2.23,0.57,1.58,0.94,1.08,1.42,0.7,2.04,0.43,2.77,0.25,3.59,0.14,4.64
161,49.48,4.58,0.09,3.66,0.18,2.83,0.35,2.1,0.62,1.49,1.01,0.99,1.51,0.64,2.16,0.39,2.91,0.22,3.74,0.13,4.78
160,49.6,4.67,0.07,3.75,0.15,2.91,0.3,2.15,0.55,1.51,0.92,1.02,1.42,0.65,2.04,0.39,2.78,0.22,3.61,0.12,4.65
159,49.56,4.63,0.06,3.7,0.14,2.84,0.28,2.09,0.53,1.46,0.9,0.96,1.4,0.6,2.04,0.35,2.79,0.19,3.63,0.1,4.67
158,49.39,4.43,0.05,3.51,0.13,2.66,0.28,1.91,0.53,1.3,0.92,0.83,1.45,0.49,2.11,0.27,2.89,0.14,3.76,0.07,4.8
157,49.29,4.35,0.05,3.42,0.13,2.57,0.28,1.83,0.54,1.22,0.93,0.76,1.47,0.44,2.15,0.24,2.95,0.12,3.83,0.06,4.87
156,49.28,4.34,0.06,3.42,0.14,2.58,0.3,1.84,0.56,1.24,0.97,0.78,1.5,0.46,2.18,0.25,2.97,0.13,3.85,0.06,4.89
155,49.3,4.36,0.05,3.43,0.12,2.57,0.27,1.83,0.53,1.22,0.92,0.77,1.46,0.44,2.14,0.24,2.94,0.12,3.82,0.04,4.86
154,49.34,4.38,0.04,3.45,0.1,2.58,0.24,1.82,0.48,1.21,0.87,0.74,1.4,0.42,2.08,0.22,2.88,0.11,3.76,0.04,4.8
153,49.29,4.34,0.04,3.4,0.12,2.54,0.26,1.8,0.51,1.2,0.9,0.73,1.45,0.42,2.13,0.22,2.93,0.11,3.82,0.04,4.86
152,49.31,4.36,0.05,3.43,0.12,2.58,0.26,1.83,0.52,1.22,0.91,0.76,1.45,0.44,2.13,0.23,2.92,0.11,3.8,0.06,4.83
151,49.02,4.09,0.06,3.17,0.16,2.35,0.33,1.64,0.62,1.07,1.05,0.66,1.63,0.37,2.35,0.19,3.18,0.09,4.08,0.04,5.11
150,49.12,4.18,0.06,3.27,0.14,2.43,0.31,1.71,0.58,1.13,1.0,0.69,1.57,0.4,2.27,0.21,3.08,0.1,3.98,0.05,5.02
149,49.24,4.25,0.02,3.26,0.03,2.35,0.12,1.54,0.31,0.9,0.67,0.46,1.23,0.2,1.97,0.08,2.85,0.03,3.8,0.02,4.83
148,49.14,4.13,0.02,3.15,0.03,2.22,0.1,1.41,0.28,0.78,0.66,0.37,1.24,0.15,2.02,0.05,2.92,0.02,3.89,0.02,4.91
147,49.32,4.33,0.02,3.33,0.02,2.38,0.07,1.54,0.22,0.86,0.55,0.41,1.1,0.16,1.85,0.05,2.74,0.02,3.7,0.02,4.72
146,49.21,4.21,0.02,3.23,0.02,2.28,0.07,1.43,0.22,0.77,0.56,0.35,1.14,0.13,1.91,0.04,2.83,0.02,3.8,0.02,4.79
145,49.35,4.36,0.01,3.36,0.02,2.41,0.06,1.54,0.19,0.86,0.51,0.4,1.05,0.15,1.8,0.05,2.69,0.02,3.66,0.01,4.65
144,49.33,4.33,0.02,3.34,0.02,2.39,0.06,1.53,0.2,0.85,0.52,0.4,1.07,0.15,1.82,0.05,2.72,0.02,3.68,0.02,4.67
143,49.5,4.5,0.01,3.51,0.02,2.56,0.07,1.71,0.22,1.01,0.52,0.52,1.03,0.23,1.74,0.09,2.6,0.03,3.54,0.01,4.52
142,49.34,4.36,0.02,3.37,0.02,2.43,0.08,1.59,0.24,0.92,0.57,0.46,1.11,0.19,1.84,0.07,2.71,0.02,3.67,0.02,4.65
141,49.43,4.44,0.01,3.45,0.02,2.49,0.06,1.63,0.2,0.93,0.5,0.45,1.02,0.18,1.75,0.06,2.63,0.02,3.58,0.01,4.57
140,49.58,4.58,0.02,3.59,0.02,2.62,0.04,1.73,0.15,1.0,0.42,0.49,0.91,0.2,1.62,0.06,2.49,0.02,3.44,0.02,4.43
139,49.52,4.53,0.01,3.54,0.02,2.59,0.06,1.72,0.2,1.02,0.49,0.52,1.0,0.22,1.7,0.08,2.56,0.02,3.5,0.02,4.48
138,49.54,4.54,0.02,3.55,0.02,2.59,0.06,1.72,0.19,1.01,0.47,0.51,0.97,0.22,1.68,0.08,2.54,0.02,3.49,0.02,4.47
137,49.54,4.55,0.01,3.56,0.02,2.61,0.07,1.75,0.21,1.05,0.51,0.55,1.01,0.24,1.71,0.09,2.55,0.03,3.49,0.02,4.47
136,49.61,4.61,0.02,3.62,0.02,2.66,0.06,1.79,0.18,1.07,0.46,0.55,0.95,0.24,1.64,0.09,2.48,0.03,3.42,0.02,4.4
135,49.53,4.55,0.01,3.55,0.02,2.59,0.05,1.72,0.18,1.0,0.46,0.5,0.96,0.21,1.67,0.07,2.53,0.02,3.48,0.02,4.47
134,49.57,4.59,0.02,3.6,0.02,2.64,0.06,1.76,0.18,1.04,0.46,0.53,0.95,0.23,1.65,0.08,2.5,0.02,3.44,0.02,4.42
133,49.55,4.58,0.02,3.59,0.02,2.64,0.08,1.79,0.23,1.09,0.53,0.59,1.02,0.27,1.71,0.11,2.55,0.04,3.47,0.02,4.45
132,49.44,4.44,0.02,3.46,0.02,2.52,0.09,1.68,0.25,1.0,0.57,0.52,1.09,0.23,1.8,0.09,2.66,0.03,3.6,0.02,4.57
131,49.29,4.3,0.02,3.32,0.03,2.39,0.11,1.58,0.3,0.93,0.65,0.49,1.2,0.22,1.94,0.08,2.8,0.03,3.75,0.02,4.73
130,49.28,4.27,0.02,3.29,0.02,2.36,0.09,1.54,0.27,0.88,0.62,0.44,1.17,0.19,1.92,0.07,2.8,0.02,3.75,0.02,4.74
129,49.23,4.25,0.02,3.27,0.04,2.36,0.12,1.55,0.32,0.92,0.69,0.48,1.25,0.21,1.99,0.09,2.85,0.03,3.8,0.02,4.78
128,49.25,4.25,0.02,3.28,0.04,2.37,0.13,1.58,0.34,0.94,0.7,0.5,1.26,0.23,1.99,0.09,2.85,0.03,3.79,0.02,4.77
127,49.24,4.26,0.02,3.29,0.05,2.39,0.16,1.61,0.37,0.98,0.75,0.54,1.31,0.26,2.03,0.11,2.88,0.04,3.81,0.02,4.78
126,49.31,4.32,0.02,3.36,0.06,2.47,0.17,1.69,0.39,1.06,0.76,0.6,1.3,0.31,2.01,0.14,2.84,0.06,3.76,0.02,4.72
125,49.14,4.17,0.03,3.22,0.09,2.35,0.22,1.6,0.47,1.0,0.87,0.57,1.45,0.3,2.17,0.14,3.01,0.06,3.93,0.02,4.89
124,49.39,4.4,0.02,3.44,0.06,2.55,0.17,1.76,0.39,1.12,0.75,0.65,1.28,0.34,1.97,0.16,2.79,0.07,3.69,0.03,4.65
123,49.36,4.38,0.02,3.41,0.06,2.52,0.17,1.73,0.38,1.09,0.74,0.63,1.28,0.32,1.97,0.15,2.8,0.06,3.71,0.02,4.67
122,49.3,4.34,0.02,3.39,0.08,2.5,0.19,1.73,0.42,1.11,0.79,0.65,1.33,0.34,2.03,0.16,2.85,0.07,3.76,0.03,4.72
121,49.34,4.37,0.02,3.4,0.07,2.51,0.17,1.73,0.39,1.09,0.76,0.63,1.3,0.33,1.99,0.15,2.82,0.06,3.73,0.02,4.69
120,49.45,4.48,0.02,3.52,0.06,2.62,0.15,1.82,0.35,1.16,0.7,0.68,1.22,0.36,1.9,0.17,2.71,0.07,3.61,0.03,4.57
