tick,RTM,RTM45C,RTM45P,RTM46C,RTM46P,RTM47C,RTM47P,RTM48C,RTM48P,RTM49C,RTM49P,RTM50C,RTM50P,RTM51C,RTM51P,RTM52C,RTM52P,RTM53C,RTM53P,RTM54C,RTM54P
280,50.55,5.57,0.02,4.58,0.02,3.61,0.05,2.7,0.14,1.89,0.32,1.22,0.65,0.71,1.15,0.38,1.82,0.18,2.62,0.08,3.51
279,50.85,5.84,0.02,4.85,0.02,3.88,0.04,2.95,0.11,2.11,0.27,1.39,0.55,0.84,1.0,0.46,1.62,0.23,2.39,0.1,3.26
278,50.81,5.82,0.02,4.83,0.02,3.85,0.04,2.92,0.11,2.08,0.26,1.37,0.55,0.82,1.0,0.44,1.63,0.22,2.4,0.09,3.28
277,50.83,5.83,0.02,4.84,0.02,3.86,0.03,2.93,0.1,2.07,0.24,1.36,0.53,0.8,0.98,0.43,1.6,0.2,2.38,0.09,3.26
276,50.63,5.63,0.02,4.64,0.02,3.68,0.05,2.76,0.13,1.94,0.31,1.26,0.62,0.74,1.11,0.4,1.76,0.19,2.56,0.08,3.45
275,50.88,5.88,0.02,4.89,0.02,3.91,0.03,2.98,0.1,2.13,0.25,1.4,0.52,0.85,0.97,0.46,1.58,0.23,2.34,0.1,3.22
274,50.94,5.93,0.02,4.94,0.02,3.97,0.04,3.04,0.12,2.2,0.28,1.49,0.56,0.93,1.0,0.53,1.6,0.27,2.35,0.13,3.2
273,50.97,5.98,0.02,4.99,0.02,4.02,0.04,3.09,0.12,2.25,0.27,1.52,0.55,0.96,0.98,0.55,1.58,0.29,2.31,0.14,3.16
272,50.94,5.96,0.02,4.97,0.02,4.0,0.04,3.07,0.12,2.23,0.28,1.51,0.56,0.95,0.99,0.54,1.59,0.28,2.33,0.14,3.18
271,50.96,5.95,0.02,4.97,0.02,4.0,0.05,3.08,0.13,2.25,0.3,1.54,0.59,0.98,1.03,0.57,1.62,0.31,2.36,0.15,3.2
270,51.08,6.09,0.02,5.1,0.02,4.14,0.05,3.21,0.13,2.37,0.28,1.64,0.55,1.06,0.97,0.63,1.55,0.35,2.26,0.18,3.09
269,51.19,6.19,0.02,5.2,0.02,4.23,0.04,3.3,0.12,2.45,0.26,1.71,0.52,1.12,0.93,0.67,1.49,0.37,2.19,0.19,3.0
268,50.87,5.87,0.02,4.88,0.02,3.92,0.05,3.0,0.14,2.17,0.31,1.47,0.6,0.92,1.05,0.53,1.66,0.28,2.41,0.13,3.27
267,50.7,5.7,0.02,4.71,0.02,3.75,0.06,2.85,0.15,2.04,0.34,1.36,0.66,0.84,1.14,0.47,1.78,0.24,2.55,0.11,3.42
266,50.65,5.64,0.02,4.65,0.02,3.69,0.05,2.78,0.14,1.96,0.33,1.29,0.65,0.77,1.13,0.42,1.78,0.21,2.57,0.09,3.45
265,50.66,5.67,0.02,4.68,0.02,3.71,0.04,2.79,0.12,1.96,0.29,1.27,0.6,0.75,1.08,0.4,1.73,0.19,2.52,0.08,3.41
264,50.66,5.65,0.02,4.67,0.02,3.7,0.05,2.79,0.14,1.97,0.32,1.29,0.64,0.77,1.12,0.42,1.77,0.2,2.55,0.09,3.44
263,50.45,5.47,0.02,4.48,0.02,3.53,0.07,2.64,0.17,1.85,0.38,1.2,0.74,0.71,1.25,0.39,1.92,0.19,2.73,0.08,3.62
262,50.4,5.41,0.02,4.43,0.02,3.48,0.07,2.59,0.19,1.81,0.4,1.17,0.77,0.69,1.29,0.37,1.97,0.18,2.78,0.08,3.68
261,50.53,5.54,0.02,4.56,0.03,3.6,0.08,2.72,0.19,1.93,0.4,1.28,0.75,0.78,1.25,0.44,1.91,0.23,2.7,0.11,3.58
260,50.42,5.43,0.02,4.45,0.03,3.51,0.09,2.64,0.22,1.87,0.45,1.24,0.82,0.76,1.34,0.43,2.01,0.22,2.8,0.11,3.69
259,50.3,5.31,0.02,4.33,0.04,3.4,0.1,2.53,0.24,1.78,0.49,1.17,0.87,0.71,1.42,0.4,2.1,0.2,2.91,0.1,3.8
258,50.27,5.29,0.02,4.32,0.04,3.39,0.1,2.52,0.24,1.77,0.49,1.16,0.88,0.7,1.42,0.39,2.11,0.2,2.92,0.09,3.81
257,50.24,5.24,0.02,4.27,0.04,3.33,0.11,2.48,0.25,1.73,0.5,1.13,0.9,0.68,1.45,0.38,2.15,0.19,2.96,0.09,3.86
256,50.02,5.05,0.02,4.08,0.05,3.16,0.13,2.32,0.29,1.6,0.57,1.03,1.0,0.61,1.58,0.33,2.3,0.17,3.14,0.08,4.05
255,50.2,5.2,0.02,4.23,0.04,3.29,0.11,2.44,0.25,1.69,0.51,1.09,0.91,0.65,1.47,0.36,2.17,0.18,2.99,0.08,3.9
254,50.18,5.21,0.02,4.23,0.04,3.3,0.11,2.45,0.25,1.7,0.51,1.1,0.91,0.66,1.47,0.37,2.17,0.18,2.99,0.09,3.89
253,50.07,5.09,0.02,4.12,0.05,3.2,0.13,2.36,0.29,1.64,0.56,1.06,0.99,0.63,1.56,0.35,2.28,0.18,3.11,0.08,4.01
252,49.96,4.98,0.02,4.01,0.05,3.09,0.13,2.25,0.29,1.54,0.58,0.97,1.01,0.57,1.61,0.3,2.34,0.15,3.19,0.07,4.1
251,50.01,5.02,0.02,4.05,0.04,3.12,0.12,2.28,0.27,1.55,0.54,0.98,0.97,0.57,1.56,0.3,2.29,0.15,3.14,0.06,4.06
250,49.87,4.87,0.02,3.9,0.04,2.97,0.11,2.12,0.27,1.41,0.55,0.86,1.0,0.47,1.61,0.24,2.38,0.11,3.25,0.04,4.18
249,50.02,5.04,0.02,4.07,0.04,3.14,0.1,2.28,0.25,1.55,0.52,0.97,0.94,0.56,1.53,0.29,2.26,0.14,3.11,0.06,4.03
248,50.05,5.06,0.02,4.08,0.04,3.15,0.11,2.3,0.26,1.57,0.53,0.99,0.95,0.57,1.53,0.3,2.26,0.15,3.1,0.06,4.02
247,49.99,5.01,0.02,4.04,0.04,3.11,0.11,2.26,0.26,1.53,0.53,0.96,0.96,0.55,1.55,0.29,2.28,0.14,3.13,0.06,4.05
246,50.01,5.01,0.02,4.04,0.04,3.11,0.11,2.26,0.27,1.54,0.54,0.97,0.97,0.56,1.56,0.29,2.3,0.14,3.14,0.06,4.07
245,49.84,4.87,0.02,3.9,0.05,2.99,0.13,2.16,0.3,1.46,0.6,0.91,1.05,0.52,1.67,0.27,2.42,0.13,3.27,0.06,4.2
244,49.52,4.53,0.02,3.58,0.07,2.68,0.17,1.89,0.37,1.23,0.72,0.74,1.23,0.4,1.89,0.2,2.69,0.09,3.58,0.04,4.53
243,49.44,4.47,0.02,3.52,0.06,2.62,0.17,1.83,0.38,1.18,0.73,0.7,1.25,0.38,1.92,0.18,2.73,0.08,3.63,0.03,4.58
242,49.3,4.33,0.03,3.38,0.08,2.5,0.2,1.73,0.43,1.28,0.81,0.65,1.35,0.35,2.05,0.06,2.87,0.07,3.77,0.03,4.73
241,49.4,4.43,0.03,3.48,0.08,2.6,0.2,1.82,0.42,1.36,0.79,0.71,1.31,0.39,1.99,0.08,2.79,0.09,3.69,0.04,4.63
240,49.52,4.55,0.03,3.61,0.09,2.73,0.21,1.95,0.43,1.48,0.79,0.82,1.29,0.47,1.95,0.12,2.73,0.12,3.6,0.06,4.53
239,49.7,4.73,0.03,3.78,0.09,2.9,0.2,2.11,0.41,1.62,0.74,0.92,1.22,0.55,1.85,0.15,2.6,0.15,3.46,0.07,4.37
238,49.66,4.69,0.04,3.75,0.09,2.87,0.21,2.09,0.43,1.61,0.77,0.92,1.26,0.55,1.89,0.15,2.65,0.16,3.5,0.07,4.42
237,49.75,4.79,0.05,3.86,0.11,2.99,0.24,2.21,0.46,1.73,0.81,1.02,1.27,0.63,1.89,0.21,2.63,0.21,3.46,0.11,4.36
236,49.71,4.75,0.05,3.83,0.12,2.96,0.26,2.19,0.49,1.72,0.83,1.01,1.31,0.64,1.94,0.21,2.67,0.21,3.5,0.11,4.4
235,49.71,4.77,0.05,3.84,0.13,2.98,0.27,2.21,0.5,1.74,0.85,1.04,1.32,0.66,1.94,0.23,2.68,0.22,3.5,0.12,4.4
234,49.74,4.79,0.05,3.86,0.12,3.0,0.26,2.22,0.48,1.75,0.83,1.05,1.31,0.66,1.92,0.23,2.65,0.22,3.48,0.11,4.38
233,49.75,4.8,0.05,3.87,0.12,3.0,0.25,2.22,0.47,1.74,0.81,1.03,1.28,0.65,1.9,0.22,2.63,0.21,3.46,0.11,4.36
232,49.93,4.96,0.05,4.01,0.09,3.13,0.21,2.33,0.41,1.82,0.72,1.09,1.17,0.69,1.77,0.23,2.48,0.22,3.3,0.11,4.19
231,49.96,4.98,0.04,4.03,0.08,3.14,0.19,2.33,0.38,1.81,0.69,1.07,1.12,0.67,1.72,0.22,2.44,0.21,3.26,0.1,4.16
230,50.04,5.07,0.03,4.12,0.06,3.21,0.15,2.38,0.33,1.84,0.62,1.1,1.05,0.67,1.62,0.21,2.33,0.2,3.15,0.1,4.05
229,49.98,5.0,0.02,4.04,0.06,3.13,0.15,2.31,0.32,1.77,0.61,1.02,1.05,0.62,1.64,0.18,2.36,0.18,3.19,0.08,4.1
228,49.93,4.95,0.03,3.98,0.05,3.06,0.13,2.22,0.29,1.68,0.58,0.94,1.01,0.55,1.62,0.14,2.36,0.14,3.21,0.06,4.13
227,49.73,4.75,0.03,3.79,0.05,2.88,0.14,2.06,0.32,1.55,0.64,0.83,1.1,0.48,1.74,0.11,2.51,0.11,3.38,0.05,4.31
226,49.62,4.63,0.01,3.66,0.05,2.74,0.13,1.92,0.31,1.42,0.63,0.74,1.13,0.39,1.78,0.07,2.57,0.08,3.47,0.03,4.42
225,49.78,4.79,0.02,3.82,0.05,2.9,0.13,2.07,0.3,1.55,0.6,0.84,1.06,0.46,1.69,0.1,2.46,0.11,3.33,0.04,4.27
224,49.94,4.95,0.02,3.98,0.05,3.06,0.12,2.22,0.29,1.68,0.57,0.94,1.01,0.54,1.61,0.13,2.35,0.14,3.2,0.06,4.13
223,49.96,4.99,0.02,4.02,0.04,3.09,0.12,2.25,0.28,1.71,0.56,0.97,0.99,0.56,1.59,0.14,2.32,0.14,3.17,0.06,4.09
222,50.1,5.1,0.02,4.13,0.04,3.2,0.11,2.35,0.26,1.79,0.53,1.03,0.94,0.61,1.52,0.16,2.24,0.16,3.07,0.07,3.98
221,49.99,5.01,0.02,4.05,0.05,3.13,0.13,2.29,0.29,1.75,0.58,1.01,1.01,0.59,1.6,0.16,2.32,0.16,3.16,0.07,4.07
220,50.09,5.09,0.02,4.13,0.05,3.21,0.13,2.36,0.29,1.81,0.57,1.06,0.99,0.64,1.56,0.19,2.28,0.18,3.1,0.08,4.01
219,49.96,4.97,0.02,4.01,0.05,3.09,0.13,2.25,0.29,1.71,0.58,0.97,1.02,0.57,1.61,0.15,2.35,0.15,3.19,0.07,4.11
218,50.12,5.13,0.02,4.15,0.03,3.21,0.1,2.35,0.24,1.78,0.49,1.02,0.9,0.59,1.47,0.15,2.2,0.15,3.03,0.06,3.95
217,50.15,5.15,0.01,4.17,0.03,3.23,0.09,2.37,0.22,1.78,0.47,1.03,0.89,0.59,1.44,0.15,2.16,0.15,3.0,0.06,3.92
216,50.23,5.25,0.02,4.28,0.04,3.34,0.1,2.47,0.23,1.89,0.48,1.11,0.87,0.66,1.43,0.19,2.12,0.18,2.94,0.08,3.84
215,50.21,5.23,0.01,4.25,0.03,3.31,0.09,2.44,0.22,1.85,0.46,1.08,0.86,0.63,1.41,0.17,2.12,0.16,2.94,0.07,3.85
214,50.38,5.4,0.02,4.41,0.02,3.45,0.06,2.55,0.16,1.91,0.36,1.12,0.73,0.64,1.24,0.16,1.94,0.15,2.76,0.06,3.67
213,50.22,5.23,0.01,4.25,0.03,3.3,0.08,2.43,0.21,1.83,0.44,1.05,0.83,0.61,1.39,0.16,2.1,0.15,2.93,0.06,3.84
212,50.1,5.11,0.01,4.14,0.03,3.19,0.09,2.33,0.22,1.75,0.47,1.0,0.89,0.56,1.45,0.13,2.18,0.13,3.03,0.06,3.95
211,50.09,5.11,0.02,4.12,0.02,3.17,0.07,2.29,0.19,1.53,0.42,0.94,0.83,0.51,1.4,0.25,2.14,0.11,3.0,0.04,3.94
210,50.14,5.14,0.02,4.15,0.02,3.2,0.06,2.31,0.18,1.54,0.41,0.95,0.81,0.51,1.38,0.25,2.12,0.11,2.97,0.04,3.91
209,50.33,5.32,0.02,4.34,0.02,3.38,0.06,2.49,0.17,1.71,0.39,1.09,0.77,0.62,1.3,0.32,2.0,0.15,2.83,0.06,3.74
208,50.45,5.45,0.02,4.46,0.02,3.51,0.06,2.61,0.17,1.82,0.38,1.17,0.73,0.69,1.26,0.37,1.93,0.18,2.73,0.08,3.63
207,50.55,5.56,0.02,4.58,0.02,3.62,0.07,2.73,0.18,1.94,0.38,1.28,0.73,0.78,1.23,0.44,1.88,0.22,2.67,0.1,3.55
206,50.09,5.11,0.02,4.14,0.03,3.2,0.09,2.33,0.23,1.58,0.48,1.0,0.9,0.57,1.46,0.29,2.19,0.14,3.03,0.06,3.95
205,50.05,5.05,0.02,4.09,0.05,3.17,0.13,2.33,0.29,1.61,0.58,1.04,1.0,0.62,1.58,0.34,2.3,0.17,3.13,0.08,4.04
204,50.1,5.12,0.02,4.16,0.05,3.24,0.13,2.39,0.28,1.67,0.56,1.08,0.97,0.65,1.54,0.36,2.25,0.19,3.08,0.09,3.98
203,50.39,5.39,0.02,4.42,0.05,3.5,0.12,2.64,0.27,1.89,0.52,1.27,0.9,0.8,1.43,0.47,2.09,0.26,2.88,0.13,3.75
202,50.38,5.42,0.02,4.46,0.06,3.54,0.15,2.7,0.31,1.96,0.57,1.35,0.96,0.87,1.48,0.53,2.14,0.3,2.91,0.16,3.77
201,50.32,5.34,0.03,4.38,0.07,3.48,0.17,2.65,0.34,1.92,0.61,1.32,1.01,0.86,1.55,0.52,2.21,0.3,2.99,0.16,3.85
200,50.43,5.48,0.03,4.53,0.08,3.62,0.18,2.79,0.35,2.07,0.62,1.46,1.01,0.97,1.53,0.62,2.18,0.37,2.93,0.21,3.77
199,50.31,5.34,0.03,4.39,0.08,3.48,0.17,2.65,0.35,1.93,0.62,1.34,1.03,0.87,1.57,0.54,2.23,0.31,3.0,0.17,3.86
198,50.14,5.18,0.04,4.23,0.1,3.35,0.21,2.54,0.4,1.84,0.71,1.27,1.13,0.83,1.69,0.51,2.37,0.3,3.16,0.16,4.03
197,50.01,5.06,0.05,4.12,0.11,3.24,0.23,2.45,0.43,1.76,0.75,1.21,1.2,0.78,1.77,0.48,2.47,0.28,3.27,0.15,4.14
196,50.1,5.14,0.04,4.19,0.1,3.3,0.21,2.5,0.4,1.8,0.7,1.23,1.14,0.8,1.7,0.49,2.39,0.28,3.18,0.15,4.05
195,50.12,5.17,0.04,4.23,0.1,3.34,0.22,2.54,0.41,1.84,0.72,1.27,1.15,0.83,1.71,0.52,2.39,0.3,3.17,0.17,4.04
194,50.18,5.2,0.03,4.25,0.08,3.35,0.18,2.54,0.37,1.83,0.66,1.25,1.08,0.8,1.63,0.49,2.32,0.28,3.11,0.15,3.98
193,50.33,5.38,0.04,4.43,0.09,3.54,0.19,2.72,0.37,2.0,0.66,1.4,1.06,0.93,1.59,0.59,2.25,0.35,3.01,0.2,3.85
192,50.37,5.39,0.03,4.44,0.08,3.54,0.18,2.71,0.35,1.99,0.63,1.39,1.02,0.92,1.55,0.57,2.21,0.34,2.97,0.19,3.82
191,50.32,5.36,0.03,4.41,0.08,3.5,0.17,2.68,0.35,1.95,0.62,1.35,1.02,0.89,1.56,0.55,2.22,0.32,2.99,0.17,3.84
190,50.55,5.57,0.03,4.61,0.07,3.69,0.15,2.85,0.31,2.1,0.56,1.48,0.94,0.98,1.44,0.62,2.08,0.37,2.83,0.2,3.66
189,50.63,5.65,0.02,4.69,0.05,3.76,0.13,2.9,0.27,2.14,0.51,1.5,0.86,0.99,1.36,0.62,1.98,0.36,2.73,0.2,3.56
188,50.44,5.47,0.03,4.52,0.07,3.61,0.17,2.77,0.33,2.04,0.6,1.43,0.98,0.95,1.5,0.59,2.15,0.35,2.91,0.19,3.75
187,50.52,5.55,0.03,4.59,0.07,3.68,0.16,2.84,0.32,2.1,0.58,1.47,0.96,0.98,1.46,0.62,2.1,0.37,2.85,0.21,3.69
186,50.33,5.37,0.03,4.42,0.08,3.51,0.18,2.68,0.35,1.96,0.63,1.36,1.03,0.89,1.56,0.55,2.21,0.32,2.99,0.18,3.84
185,50.52,5.56,0.03,4.61,0.08,3.7,0.17,2.86,0.33,2.13,0.59,1.5,0.97,1.01,1.48,0.64,2.11,0.39,2.86,0.22,3.69
184,50.42,5.47,0.04,4.52,0.09,3.62,0.19,2.8,0.37,2.07,0.64,1.47,1.04,0.99,1.56,0.63,2.2,0.38,2.95,0.22,3.79
183,50.7,5.73,0.03,4.77,0.07,3.86,0.15,3.01,0.31,2.25,0.55,1.61,0.91,1.1,1.4,0.71,2.01,0.43,2.73,0.25,3.55
182,51.0,6.02,0.02,5.06,0.06,4.13,0.13,3.27,0.43,2.48,0.48,1.81,0.81,1.26,1.26,0.83,1.83,0.53,2.53,0.31,3.31
181,50.9,5.94,0.03,4.98,0.07,4.06,0.15,3.2,0.45,2.43,0.52,1.77,0.86,1.23,1.31,0.82,1.9,0.51,2.6,0.31,3.39
180,51.09,6.12,0.03,5.16,0.06,4.23,0.14,3.37,0.43,2.58,0.48,1.9,0.8,1.34,1.23,0.9,1.8,0.58,2.48,0.35,3.25
179,50.95,6.0,0.04,5.05,0.08,4.13,0.17,3.29,0.5,2.52,0.56,1.87,0.9,1.32,1.35,0.9,1.94,0.58,2.62,0.36,3.4
178,51.1,6.15,0.04,5.19,0.08,4.27,0.16,3.42,0.48,2.64,0.53,1.97,0.86,1.41,1.29,0.97,1.86,0.64,2.53,0.4,3.29
177,50.79,5.83,0.04,4.88,0.07,3.96,0.16,3.11,0.49,2.36,0.55,1.71,0.9,1.18,1.37,0.78,1.98,0.49,2.69,0.29,3.49
176,50.97,6.0,0.03,5.04,0.06,4.11,0.13,3.24,0.42,2.46,0.47,1.78,0.8,1.23,1.24,0.81,1.83,0.5,2.52,0.3,3.31
175,50.9,5.93,0.02,4.96,0.06,4.03,0.13,3.17,0.43,2.39,0.49,1.73,0.82,1.19,1.28,0.78,1.87,0.48,2.58,0.28,3.38
174,50.64,5.66,0.05,4.71,0.08,3.81,0.18,2.97,0.53,2.23,0.6,1.6,0.97,1.1,1.47,0.72,2.09,0.44,2.82,0.26,3.63
173,50.75,5.79,0.04,4.84,0.09,3.94,0.19,3.1,0.53,2.35,0.6,1.72,0.97,1.2,1.45,0.8,2.05,0.51,2.76,0.31,3.56
172,50.96,5.99,0.03,5.03,0.08,4.12,0.16,3.26,0.48,2.5,0.54,1.84,0.88,1.29,1.33,0.87,1.91,0.56,2.6,0.34,3.39
171,50.9,5.94,0.04,4.98,0.07,4.06,0.15,3.2,0.46,2.43,0.52,1.77,0.86,1.23,1.31,0.81,1.9,0.51,2.6,0.31,3.4
170,51.18,6.21,0.03,5.24,0.05,4.31,0.12,3.43,0.4,2.63,0.44,1.94,0.75,1.36,1.16,0.91,1.72,0.58,2.39,0.35,3.16
169,51.24,6.27,0.03,5.3,0.05,4.36,0.11,3.47,0.37,2.66,0.41,1.96,0.71,1.37,1.11,0.92,1.67,0.58,2.33,0.35,3.1
168,51.14,6.15,0.02,5.18,0.05,4.24,0.11,3.36,0.39,2.56,0.43,1.87,0.74,1.29,1.17,0.86,1.73,0.54,2.41,0.32,3.19
167,51.02,6.04,0.02,5.08,0.06,4.15,0.14,3.28,0.44,2.5,0.49,1.83,0.82,1.28,1.26,0.85,1.84,0.54,2.52,0.32,3.31
166,51.25,6.25,0.02,5.28,0.04,4.34,0.1,3.45,0.36,2.63,0.4,1.93,0.69,1.35,1.11,0.89,1.65,0.56,2.32,0.33,3.09
165,51.3,6.3,0.02,5.33,0.04,4.38,0.09,3.48,0.34,2.66,0.37,1.95,0.66,1.36,1.07,0.9,1.6,0.56,2.27,0.33,3.04
164,51.41,6.42,0.03,5.44,0.04,4.49,0.09,3.6,0.34,2.77,0.37,2.05,0.65,1.45,1.05,0.97,1.57,0.62,2.22,0.38,2.97
163,51.45,6.46,0.02,5.49,0.04,4.54,0.09,3.64,0.34,2.82,0.37,2.09,0.65,1.49,1.04,1.01,1.56,0.65,2.2,0.39,2.95
162,51.43,6.45,0.02,5.48,0.05,4.54,0.11,3.65,0.37,2.84,0.41,2.13,0.69,1.51,1.08,1.05,1.61,0.68,2.25,0.43,2.99
161,51.62,6.65,0.03,5.67,0.04,4.73,0.1,3.83,0.35,3.01,0.38,2.27,0.64,1.64,1.01,1.15,1.52,0.76,2.13,0.48,2.85
160,51.76,6.78,0.02,5.8,0.03,4.85,0.08,3.94,0.3,3.09,0.33,2.34,0.57,1.7,0.93,1.18,1.41,0.78,2.01,0.49,2.72
159,51.68,6.68,0.02,5.7,0.03,4.74,0.07,3.83,0.3,2.98,0.32,2.23,0.57,1.6,0.93,1.09,1.42,0.7,2.04,0.43,2.76
158,51.61,6.61,0.02,5.63,0.03,4.68,0.07,3.76,0.3,2.92,0.32,2.18,0.57,1.55,0.95,1.05,1.44,0.67,2.07,0.41,2.8
157,51.72,6.73,0.02,5.75,0.02,4.78,0.05,3.85,0.24,2.98,0.26,2.21,0.48,1.56,0.83,1.04,1.31,0.65,1.92,0.38,2.66
156,51.81,6.82,0.02,5.84,0.02,4.87,0.05,3.93,0.23,3.06,0.24,2.28,0.46,1.61,0.8,1.08,1.26,0.68,1.86,0.41,2.59
155,51.71,6.73,0.02,5.75,0.03,4.79,0.06,3.87,0.27,3.01,0.29,2.25,0.53,1.61,0.88,1.09,1.36,0.7,1.98,0.42,2.7
154,51.45,6.46,0.02,5.49,0.04,4.54,0.09,3.64,0.33,2.81,0.36,2.09,0.64,1.48,1.03,1.0,1.55,0.64,2.19,0.39,2.94
153,51.4,6.41,0.02,5.43,0.04,4.49,0.09,3.59,0.34,2.77,0.37,2.05,0.65,1.45,1.05,0.97,1.58,0.62,2.22,0.37,2.98
152,51.25,6.27,0.02,5.29,0.04,4.35,0.1,3.46,0.36,2.65,0.4,1.94,0.69,1.36,1.1,0.9,1.65,0.57,2.31,0.34,3.08
151,51.05,6.08,0.02,5.11,0.06,4.18,0.13,3.31,0.26,2.52,0.47,1.84,0.79,1.28,1.23,0.85,1.8,0.54,2.49,0.32,3.27
150,51.13,6.16,0.03,5.2,0.07,4.28,0.14,3.41,0.27,2.63,0.49,1.95,0.81,1.38,1.24,0.94,1.8,0.61,2.47,0.37,3.24
149,51.16,6.18,0.02,5.19,0.02,4.23,0.06,3.32,0.15,2.48,0.31,1.76,0.58,1.17,1.0,0.73,1.55,0.42,2.25,0.23,3.05
148,50.85,5.87,0.02,4.89,0.03,3.94,0.07,3.04,0.18,2.23,0.37,1.54,0.68,1.0,1.13,0.6,1.74,0.34,2.47,0.17,3.31
147,50.98,5.97,0.02,4.99,0.03,4.04,0.07,3.13,0.17,2.32,0.35,1.62,0.65,1.06,1.09,0.65,1.68,0.37,2.4,0.19,3.23
146,51.01,6.01,0.02,5.02,0.02,4.06,0.06,3.15,0.15,2.32,0.32,1.61,0.61,1.04,1.04,0.63,1.62,0.35,2.35,0.18,3.18
145,50.96,5.98,0.02,5.0,0.03,4.05,0.07,3.14,0.17,2.33,0.35,1.63,0.65,1.07,1.09,0.65,1.68,0.37,2.4,0.2,3.22
144,51.05,6.04,0.02,5.06,0.02,4.1,0.06,3.19,0.16,2.37,0.33,1.66,0.62,1.09,1.05,0.67,1.63,0.38,2.34,0.2,3.16
143,51.0,6.0,0.02,5.01,0.02,4.05,0.05,3.13,0.14,2.3,0.31,1.59,0.59,1.02,1.03,0.61,1.62,0.33,2.34,0.17,3.18
142,51.13,6.12,0.02,5.14,0.02,4.17,0.05,3.25,0.13,2.41,0.29,1.68,0.57,1.1,0.98,0.67,1.55,0.37,2.26,0.19,3.07
141,51.36,6.38,0.02,5.38,0.02,4.41,0.04,3.48,0.11,2.61,0.24,1.86,0.48,1.23,0.86,0.76,1.39,0.44,2.06,0.23,2.86
140,51.52,6.51,0.02,5.52,0.02,4.54,0.03,3.59,0.08,2.71,0.2,1.93,0.42,1.29,0.78,0.79,1.28,0.45,1.94,0.24,2.73
139,51.43,6.44,0.02,5.45,0.02,4.47,0.03,3.53,0.09,2.65,0.21,1.88,0.44,1.24,0.8,0.76,1.32,0.43,1.99,0.22,2.78
138,51.44,6.44,0.02,5.44,0.02,4.47,0.04,3.53,0.1,2.66,0.23,1.9,0.47,1.27,0.84,0.79,1.36,0.45,2.02,0.24,2.81
137,51.29,6.3,0.02,5.31,0.02,4.35,0.05,3.43,0.13,2.58,0.28,1.84,0.54,1.23,0.94,0.77,1.48,0.45,2.16,0.25,2.95
136,51.32,6.33,0.02,5.34,0.02,4.37,0.05,3.44,0.12,2.59,0.26,1.84,0.51,1.22,0.9,0.76,1.44,0.44,2.11,0.23,2.91
135,51.31,6.32,0.02,5.33,0.02,4.36,0.04,3.42,0.11,2.56,0.25,1.81,0.5,1.2,0.88,0.74,1.42,0.42,2.1,0.22,2.9
134,51.38,6.38,0.02,5.39,0.02,4.42,0.04,3.48,0.11,2.62,0.24,1.86,0.48,1.24,0.86,0.76,1.39,0.44,2.06,0.23,2.86
133,51.42,6.42,0.02,5.43,0.02,4.45,0.04,3.52,0.11,2.66,0.25,1.9,0.49,1.28,0.87,0.8,1.39,0.47,2.05,0.25,2.84
132,51.63,6.63,0.02,5.64,0.02,4.66,0.03,3.72,0.09,2.83,0.21,2.05,0.42,1.39,0.76,0.88,1.26,0.52,1.89,0.28,2.66
131,51.41,6.41,0.02,5.42,0.02,4.45,0.04,3.51,0.11,2.65,0.24,1.89,0.48,1.26,0.86,0.79,1.38,0.46,2.05,0.24,2.84
130,51.27,6.28,0.01,5.29,0.02,4.33,0.06,3.41,0.14,2.56,0.29,1.83,0.56,1.24,0.95,0.77,1.5,0.45,2.18,0.24,2.97
129,51.27,6.27,0.01,5.28,0.02,4.32,0.05,3.4,0.13,2.55,0.29,1.82,0.55,1.22,0.96,0.76,1.5,0.44,2.18,0.24,2.97
128,51.22,6.21,0.02,5.22,0.02,4.26,0.05,3.34,0.13,2.49,0.28,1.76,0.55,1.16,0.95,0.72,1.51,0.41,2.2,0.22,3.01
127,51.39,6.39,0.01,5.4,0.02,4.42,0.03,3.48,0.08,2.6,0.2,1.82,0.43,1.2,0.81,0.72,1.32,0.39,2.0,0.2,2.81
126,51.27,6.28,0.01,5.29,0.02,4.32,0.04,3.39,0.11,2.53,0.25,1.78,0.5,1.17,0.9,0.73,1.45,0.4,2.13,0.21,2.93
125,51.59,6.59,0.02,5.6,0.02,4.63,0.04,3.69,0.11,2.83,0.24,2.05,0.47,1.41,0.82,0.91,1.32,0.55,1.96,0.3,2.72
124,51.51,6.51,0.02,5.53,0.02,4.56,0.05,3.63,0.12,2.76,0.26,2.0,0.49,1.37,0.86,0.88,1.37,0.53,2.02,0.29,2.79
123,51.52,6.53,0.01,5.54,0.02,4.57,0.04,3.63,0.1,2.76,0.23,1.99,0.47,1.35,0.83,0.87,1.34,0.51,1.98,0.28,2.75
122,51.54,6.54,0.01,5.55,0.02,4.57,0.04,3.64,0.11,2.77,0.24,2.0,0.47,1.36,0.83,0.88,1.35,0.52,1.98,0.28,2.75
121,51.52,6.52,0.02,5.54,0.02,4.57,0.06,3.65,0.14,2.8,0.28,2.05,0.53,1.42,0.9,0.93,1.41,0.57,2.06,0.33,2.81
120,51.54,6.54,0.02,5.56,0.02,4.6,0.06,3.68,0.14,2.83,0.29,2.08,0.54,1.45,0.91,0.95,1.42,0.59,2.05,0.35,2.81
